exec_name,company,end_year,ticker,avg_close_before,avg_close_after,price_change,percent_change,volatility_before,volatility_after,volatility_change,avg_close_before_3mo,avg_close_after_3mo,price_change_3mo,percent_change_3mo,volatility_before_3mo,volatility_after_3mo,volatility_change_3mo,avg_close_before_1mo,avg_close_after_1mo,price_change_1mo,percent_change_1mo,volatility_before_1mo,volatility_after_1mo,volatility_change_1mo,tic,execid,start_year,end_month,tenure_len
Andrew Rippert,ARCH CAPITAL GROUP LTD,2018,ACGL,31.63,28.4,-3.23,-10.21,1.1,1.5,0.4,31.98,29.42,-2.56,-8.01,1.25,0.84,-0.41,30.47,30.11,-0.36,-1.18,0.49,0.65,0.16,ACGL,55163,2017,1,2
Joseph Taranto,EVEREST GROUP LTD,2013,EG,100.4,134.81,34.41,34.27,8.02,12.62,4.6,108.16,120.94,12.78,11.82,2.66,6.5,3.84,108.27,113.6,5.33,4.92,1.11,1.65,0.54,EG,1877,2000,1,14
Peter Bennett,EVEREST GROUP LTD,2004,EG,69.78,81.31,11.53,16.52,11.11,5.7,-5.41,81.37,85.87,4.5,5.53,1.96,1.6,-0.36,82.5,85.31,2.81,3.41,1.16,1.53,0.37,EG,21415,2000,1,5
Mark de Saram,EVEREST GROUP LTD,2015,EG,159.3,180.11,20.81,13.06,8.32,5.13,-3.19,168.77,175.65,6.88,4.08,5.02,4.11,-0.91,171.62,170.92,-0.7,-0.41,2.3,2.48,0.18,EG,28144,2002,1,14
Dominic Addesso,EVEREST GROUP LTD,2019,EG,229.03,243.8,14.77,6.45,13.18,19.23,6.05,217.83,217.64,-0.19,-0.09,6.07,4.04,-2.03,218.89,214.82,-4.07,-1.86,6.05,2.9,-3.15,EG,7269,2009,1,11
Ralph Jones,EVEREST GROUP LTD,2010,EG,82.17,84.24,2.07,2.52,5.36,4.77,-0.59,76.17,78.97,2.8,3.68,4.27,4.66,0.39,72.11,73.08,0.97,1.35,1.82,2.11,0.29,EG,29165,2009,7,2
John Doucette,EVEREST GROUP LTD,2021,EG,221.08,256.49,35.41,16.02,31.34,14.9,-16.44,220.79,238.33,17.54,7.94,15.13,11.49,-3.64,231.97,229.98,-1.99,-0.86,2.41,9.21,6.8,EG,42907,2011,1,11
Manuel Perez de la Mesa,POOL CORP,2018,POOL,115.48,149.09,33.61,29.1,7.73,10.59,2.86,121.51,137.68,16.17,13.31,6.47,6.68,0.21,129.13,132.21,3.08,2.39,1.48,2.17,0.69,POOL,15461,2000,1,19
Kent Thiry,DAVITA INC,2020,DVA,61.81,91.04,29.23,47.29,10.88,15.12,4.24,78.2,76.23,-1.97,-2.52,4.71,4.29,-0.42,83.07,74.54,-8.53,-10.27,2.94,4.97,2.03,DVA,7568,2000,3,21
Dennis Kogod,DAVITA INC,2015,DVA,71.18,77.4,6.22,8.74,3.75,4.04,0.29,75.29,76.79,1.5,1.99,1.51,2.9,1.39,75.24,75.22,-0.02,-0.03,1.07,0.74,-0.33,DVA,35679,2008,1,8
Bradford Connett,HENRY SCHEIN INC,2022,HSIC,74.18,78.77,4.59,6.19,4.64,6.27,1.63,76.44,81.57,5.13,6.71,2.41,5.22,2.81,74.51,76.54,2.03,2.72,2.11,2.21,0.1,HSIC,63277,2022,1,1
Fred Langhammer,ESTEE LAUDER COMPANIES INC,2004,EL,16.7,21.9,5.2,31.14,1.83,1.12,-0.71,18.74,20.72,1.98,10.57,0.59,0.83,0.24,19.33,19.78,0.45,2.33,0.43,0.61,0.18,EL,12444,2000,1,5
Richard Kunes,ESTEE LAUDER COMPANIES INC,2013,EL,58.57,68.03,9.46,16.15,3.48,3.66,0.18,60.32,63.47,3.15,5.22,2.24,1.2,-1.04,59.74,62.96,3.22,5.39,0.92,0.96,0.04,EL,32835,2007,1,7
Douglas Berthiaume,WATERS CORP,2015,WAT,119.66,133.04,13.38,11.18,10.79,11.48,0.69,130.61,125.11,-5.5,-4.21,4.17,5.69,1.52,127.86,121.05,-6.81,-5.33,5.31,2.89,-2.42,WAT,2978,2000,9,16
Christopher O'Connell,WATERS CORP,2020,WAT,220.69,208.64,-12.05,-5.46,14.85,20.31,5.46,220.88,210.46,-10.42,-4.72,7.81,22.38,14.57,230.01,233.69,3.68,1.6,4.17,5.55,1.38,WAT,40311,2015,1,6
Thomas Georgens,NETAPP INC,2015,NTAP,38.89,28.53,-10.36,-26.64,2.73,3.92,1.19,35.97,31.68,-4.29,-11.93,1.4,1.32,-0.08,34.75,33.27,-1.48,-4.26,1.4,0.83,-0.57,NTAP,21208,2006,6,10
Ramani Ayer,HARTFORD FINANCIAL SERVICES,2009,HIG,17.65,25.0,7.35,41.64,13.49,2.32,-11.17,15.12,25.7,10.58,69.97,3.86,1.8,-2.06,19.85,25.44,5.59,28.16,2.4,2.21,-0.19,HIG,12661,2000,9,10
Liam McGee,HARTFORD FINANCIAL SERVICES,2014,HIG,33.4,39.09,5.69,17.04,2.08,2.63,0.55,35.03,35.75,0.72,2.06,0.62,0.83,0.21,34.91,35.88,0.97,2.78,0.54,0.33,-0.21,HIG,27736,2009,6,6
Robert Brennan,IRON MOUNTAIN INC,2011,IRM,22.39,29.15,6.76,30.19,2.21,1.54,-0.67,24.56,30.35,5.79,23.57,1.93,0.72,-1.21,26.3,30.43,4.13,15.7,2.02,0.96,-1.06,IRM,29928,2004,4,8
Doreen Spadorcia,TRAVELERS COS INC,2015,TRV,92.47,105.64,13.17,14.24,6.86,4.94,-1.92,100.96,106.81,5.85,5.79,4.77,1.63,-3.14,105.27,105.35,0.08,0.08,1.25,1.39,0.14,TRV,49359,2015,1,1
James Cashman,ANSYS INC,2016,ANSS,89.88,117.13,27.25,30.32,3.51,16.24,12.73,91.73,95.88,4.15,4.52,2.41,3.79,1.38,90.67,94.16,3.49,3.85,3.61,1.17,-2.44,ANSS,26216,2001,12,16
Keith Busse,STEEL DYNAMICS INC,2011,STLD,16.22,12.95,-3.27,-20.16,2.41,1.52,-0.89,13.29,12.41,-0.88,-6.62,2.12,1.01,-1.11,11.32,11.51,0.19,1.68,0.76,1.01,0.25,STLD,18253,2000,10,12
Kenneth Freeman,QUEST DIAGNOSTICS INC,2004,DGX,41.55,50.22,8.67,20.87,2.57,2.32,-0.25,43.89,47.7,3.81,8.68,1.4,1.46,0.06,45.62,47.58,1.96,4.3,0.78,0.41,-0.37,DGX,19668,2000,12,5
Surya Mohapatra,QUEST DIAGNOSTICS INC,2012,DGX,55.64,58.81,3.17,5.7,4.1,2.24,-1.86,58.37,57.67,-0.7,-1.2,1.22,1.63,0.41,59.31,59.11,-0.2,-0.34,1.22,1.4,0.18,DGX,19669,2000,4,13
W. Ligon,CARMAX INC,2006,KMX,14.53,18.47,3.94,27.12,1.14,3.22,2.08,13.86,15.6,1.74,12.55,0.5,1.14,0.64,13.68,14.66,0.98,7.16,0.28,0.29,0.01,KMX,21658,2001,1,6
Thomas Folliard,CARMAX INC,2016,KMX,53.46,60.86,7.4,13.84,5.04,5.09,0.05,54.41,53.94,-0.47,-0.86,4.49,3.21,-1.28,58.69,56.0,-2.69,-4.58,1.1,2.53,1.43,KMX,34299,2001,9,16
Kelly Sumner,TAKE-TWO INTERACTIVE SFTWR,2004,TTWO,18.54,21.54,3.0,16.18,4.2,1.42,-2.78,23.32,21.64,-1.68,-7.2,3.05,1.31,-1.74,19.72,21.24,1.52,7.71,1.03,1.02,-0.01,TTWO,22454,2000,1,5
Paul Eibeler,TAKE-TWO INTERACTIVE SFTWR,2007,TTWO,15.19,18.26,3.07,20.21,2.7,2.14,-0.56,16.71,18.99,2.28,13.64,2.05,1.95,-0.1,19.15,17.26,-1.89,-9.87,0.77,0.53,-0.24,TTWO,22455,2000,1,8
Jeffrey Lapin,TAKE-TWO INTERACTIVE SFTWR,2004,TTWO,18.54,21.54,3.0,16.18,4.2,1.42,-2.78,23.32,21.64,-1.68,-7.2,3.05,1.31,-1.74,19.72,21.24,1.52,7.71,1.03,1.02,-0.01,TTWO,18173,2003,1,2
Benjamin Feder,TAKE-TWO INTERACTIVE SFTWR,2010,TTWO,10.12,13.64,3.52,34.78,0.97,1.98,1.01,9.5,11.28,1.78,18.74,0.76,0.79,0.03,9.66,10.44,0.78,8.07,0.41,0.26,-0.15,TTWO,32444,2007,10,4
Jeffrey Wilke,AMAZON.COM INC,2019,AMZN,82.09,89.46,7.37,8.98,9.86,5.07,-4.79,83.14,83.34,0.2,0.24,7.16,3.26,-3.9,77.97,81.97,4.0,5.13,5.76,2.56,-3.2,AMZN,18648,2000,1,20
David Clark,AMAZON.COM INC,2021,AMZN,134.04,167.19,33.15,24.73,27.29,8.0,-19.29,159.58,158.5,-1.08,-0.68,4.39,5.4,1.01,159.89,160.36,0.47,0.29,2.88,3.84,0.96,AMZN,60286,2020,1,2
Stephen Richardson,ALEXANDRIA R E EQUITIES INC,2022,ARE,192.89,141.13,-51.76,-26.83,19.22,16.58,-2.64,169.69,153.56,-16.13,-9.51,22.93,9.31,-13.62,146.19,149.79,3.6,2.46,12.17,8.03,-4.14,ARE,43282,2011,7,12
Stefan Larsson,RALPH LAUREN CORP,2017,RL,93.38,91.85,-1.53,-1.64,9.89,14.55,4.66,79.73,72.9,-6.83,-8.57,1.74,4.11,2.37,80.08,74.17,-5.91,-7.38,1.03,6.37,5.34,RL,44174,2015,5,3
Graham Allan,YUM BRANDS INC,2011,YUM,37.2,46.76,9.56,25.7,1.64,3.66,2.02,37.26,41.75,4.49,12.05,1.26,2.26,1.0,37.16,39.21,2.05,5.52,1.35,0.71,-0.64,YUM,29413,2005,11,7
Jing-Shyh Su,YUM BRANDS INC,2015,YUM,57.69,58.65,0.96,1.66,5.36,4.97,-0.39,53.75,51.24,-2.51,-4.67,3.54,1.87,-1.67,50.98,52.92,1.94,3.81,1.26,0.98,-0.28,YUM,31060,2006,12,10
Scott Bergren,YUM BRANDS INC,2014,YUM,50.18,53.39,3.21,6.4,2.38,2.58,0.2,51.45,52.7,1.25,2.43,2.6,1.97,-0.63,53.14,51.72,-1.42,-2.67,1.06,2.44,1.38,YUM,41426,2008,1,7
Muktesh Pant,YUM BRANDS INC,2016,YUM,56.36,67.27,10.91,19.36,4.84,4.85,0.01,62.29,62.89,0.6,0.96,2.3,1.52,-0.78,64.42,64.17,-0.25,-0.39,0.57,1.04,0.47,YUM,42957,2011,9,6
Brian Niccol,YUM BRANDS INC,2017,YUM,59.58,72.29,12.71,21.33,4.83,5.97,1.14,62.81,65.12,2.31,3.68,1.37,1.46,0.09,63.87,64.66,0.79,1.24,0.61,0.73,0.12,YUM,49383,2015,1,3
Roger Eaton,YUM BRANDS INC,2018,YUM,80.99,98.66,17.67,21.82,3.37,9.55,6.18,81.28,88.89,7.61,9.36,2.44,1.5,-0.94,83.36,88.77,5.41,6.49,1.78,1.12,-0.66,YUM,51217,2016,9,3
Mark King,YUM BRANDS INC,2022,YUM,119.8,119.16,-0.64,-0.53,9.8,6.54,-3.26,127.9,123.15,-4.75,-3.71,4.52,5.6,1.08,132.83,128.04,-4.79,-3.61,4.28,5.76,1.48,YUM,58400,2019,1,4
Anthony Lowings,YUM BRANDS INC,2021,YUM,110.38,122.1,11.72,10.62,11.3,6.51,-4.79,123.62,125.84,2.22,1.8,7.71,2.13,-5.58,133.46,126.93,-6.53,-4.89,1.3,2.81,1.51,YUM,58401,2019,9,3
D.R. Verdoorn,C H ROBINSON WORLDWIDE INC,2002,CHRW,14.25,15.34,1.09,7.65,0.82,1.14,0.32,14.14,15.13,0.99,7.0,0.49,0.67,0.18,14.15,14.92,0.77,5.44,0.56,0.45,-0.11,CHRW,18528,2000,1,3
John Wiehoff,C H ROBINSON WORLDWIDE INC,2019,CHRW,90.5,83.3,-7.2,-7.96,4.43,4.71,0.28,86.98,88.83,1.85,2.13,3.2,2.55,-0.65,85.4,90.78,5.38,6.3,1.99,0.9,-1.09,CHRW,19034,2000,2,20
Robert Biesterfeld,C H ROBINSON WORLDWIDE INC,2022,CHRW,94.62,102.18,7.56,7.99,4.45,7.24,2.79,97.13,101.6,4.47,4.6,5.03,7.18,2.15,101.98,106.92,4.94,4.84,3.97,2.4,-1.57,CHRW,54632,2015,1,8
Olivier Filliol,METTLER-TOLEDO INTL INC,2021,MTD,880.2,1369.2,489.0,55.56,158.0,162.59,4.59,1096.55,1159.23,62.68,5.72,63.27,58.14,-5.13,1137.99,1209.78,71.79,6.31,11.8,32.2,20.4,MTD,25466,2001,1,21
Wayland Hicks,UNITED RENTALS INC,2007,URI,26.96,25.56,-1.4,-5.19,3.65,6.84,3.19,30.9,32.57,1.67,5.4,2.94,1.03,-1.91,33.93,33.09,-0.84,-2.48,0.5,0.6,0.1,URI,3509,2000,6,8
Bradley Jacobs,UNITED RENTALS INC,2003,URI,17.64,13.91,-3.73,-21.15,7.21,3.43,-3.78,8.32,10.02,1.7,20.43,1.37,1.13,-0.24,9.6,11.3,1.7,17.71,0.73,0.84,0.11,URI,20085,2000,1,4
Michael Kneeland,UNITED RENTALS INC,2019,URI,146.01,133.66,-12.35,-8.46,23.91,16.94,-6.97,118.16,125.46,7.3,6.18,12.36,8.66,-3.7,131.99,120.21,-11.78,-8.92,3.75,6.64,2.89,URI,26766,2003,3,17
Stratton Sclavos,VERISIGN INC,2007,VRSN,23.16,34.07,10.91,47.11,2.75,2.9,0.15,26.02,30.66,4.64,17.83,1.16,1.46,0.3,26.93,29.72,2.79,10.36,1.0,0.81,-0.19,VRSN,29629,2001,6,7
Mark McLaughlin,VERISIGN INC,2011,VRSN,33.38,35.25,1.87,5.6,2.8,4.2,1.4,35.47,30.92,-4.55,-12.83,1.6,2.1,0.5,33.52,33.31,-0.21,-0.63,0.74,1.03,0.29,VRSN,32012,2006,7,6
William Roper,VERISIGN INC,2008,VRSN,34.89,23.12,-11.77,-33.73,2.95,5.24,2.29,37.52,30.92,-6.6,-17.59,2.51,3.51,1.0,39.52,34.16,-5.36,-13.56,1.02,1.33,0.31,VRSN,33564,2007,7,2
James O'Neil,QUANTA SERVICES INC,2016,PWR,26.03,24.99,-1.04,-4.0,3.37,4.6,1.23,21.52,19.85,-1.67,-7.76,2.16,1.93,-0.23,20.72,18.39,-2.33,-11.25,0.91,0.72,-0.19,PWR,39997,2009,1,8
Ken MacKenzie,AMCOR PLC,2015,AMCR,9.76,10.15,0.39,4.0,0.44,0.53,0.09,10.29,10.45,0.16,1.55,0.35,0.35,0.0,10.6,10.67,0.07,0.66,0.25,0.38,0.13,AMCR,57336,2007,1,9
Kevin Sheehan,NORWEGIAN CRUISE LINE HLDGS,2015,NCLH,35.17,54.91,19.74,56.13,4.09,5.19,1.1,40.15,47.87,7.72,19.23,4.95,3.45,-1.5,45.47,45.4,-0.07,-0.15,1.56,0.76,-0.8,NCLH,24595,2009,1,7
Andrew Stuart,NORWEGIAN CRUISE LINE HLDGS,2019,NCLH,51.58,30.86,-20.72,-40.17,4.16,18.99,14.83,50.73,52.81,2.08,4.1,2.1,3.01,0.91,53.0,49.83,-3.17,-5.98,1.31,1.48,0.17,NCLH,51880,2010,10,10
Robert Binder,NORWEGIAN CRUISE LINE HLDGS,2019,NCLH,52.4,52.66,0.26,0.5,4.18,3.52,-0.66,48.47,51.62,3.15,6.5,3.98,4.3,0.32,45.49,46.54,1.05,2.31,3.41,2.71,-0.7,NCLH,51875,2015,1,5
Jason Montague,NORWEGIAN CRUISE LINE HLDGS,2022,NCLH,16.87,15.8,-1.07,-6.34,3.67,2.53,-1.14,14.98,15.23,0.25,1.67,1.72,1.59,-0.13,16.78,14.31,-2.47,-14.72,0.68,1.41,0.73,NCLH,51879,2015,12,8
Howard Sherman,NORWEGIAN CRUISE LINE HLDGS,2022,NCLH,16.87,15.8,-1.07,-6.34,3.67,2.53,-1.14,14.98,15.23,0.25,1.67,1.72,1.59,-0.13,16.78,14.31,-2.47,-14.72,0.68,1.41,0.73,NCLH,63688,2022,12,1
James Taiclet,AMERICAN TOWER CORP,2020,AMT,214.5,239.6,25.1,11.7,16.3,16.16,-0.14,231.3,234.6,3.3,1.43,12.77,17.37,4.6,244.26,222.18,-22.08,-9.04,8.75,20.08,11.33,AMT,32778,2006,3,15
Edmund DiSanto,AMERICAN TOWER CORP,2022,AMT,256.4,199.0,-57.4,-22.39,16.76,15.05,-1.71,256.93,208.14,-48.79,-18.99,15.94,11.27,-4.67,241.93,197.27,-44.66,-18.46,16.73,10.66,-6.07,AMT,32782,2007,10,16
Wijeyaraj Mahadeva,COGNIZANT TECH SOLUTIONS,2003,CTSH,2.18,3.75,1.57,72.02,0.5,1.23,0.73,2.81,2.71,-0.1,-3.56,0.27,0.17,-0.1,3.01,2.59,-0.42,-13.95,0.08,0.21,0.13,CTSH,26785,2001,1,3
Francisco D'Souza,COGNIZANT TECH SOLUTIONS,2019,CTSH,76.35,65.09,-11.26,-14.75,5.12,4.72,-0.4,69.56,70.06,0.5,0.72,3.89,3.24,-0.65,65.62,66.35,0.73,1.11,3.41,2.56,-0.85,CTSH,26787,2001,1,19
Charles Serianni,REPUBLIC SERVICES INC,2020,RSG,87.05,91.97,4.92,5.65,5.66,6.76,1.1,85.16,82.94,-2.22,-2.61,10.36,2.93,-7.43,77.3,81.28,3.98,5.15,2.41,2.35,-0.06,RSG,47601,2014,5,7
John Donahoe,EBAY INC,2015,EBAY,23.0,25.91,2.91,12.65,1.31,1.89,0.58,24.59,26.83,2.24,9.11,0.5,1.23,0.73,24.89,25.69,0.8,3.21,0.39,0.39,0.0,EBAY,29529,2005,6,11
Devin Wenig,EBAY INC,2019,EBAY,35.0,41.18,6.18,17.66,4.19,8.33,4.14,39.67,37.67,-2.0,-5.04,1.18,2.11,0.93,40.0,39.93,-0.07,-0.18,0.69,0.77,0.08,EBAY,42986,2011,9,9
Henry Paulson,GOLDMAN SACHS GROUP INC,2006,GS,112.41,160.27,47.86,42.58,9.64,20.39,10.75,126.16,141.83,15.67,12.42,5.43,7.77,2.34,128.87,133.36,4.49,3.48,1.97,4.25,2.28,GS,18340,2000,1,7
Lloyd Blankfein,GOLDMAN SACHS GROUP INC,2018,GS,239.36,200.2,-39.16,-16.36,17.99,13.44,-4.55,219.67,185.78,-33.89,-15.43,13.84,13.32,-0.52,207.7,172.25,-35.45,-17.07,15.82,9.14,-6.68,GS,24365,2000,12,19
Richard Gnodde,GOLDMAN SACHS GROUP INC,2018,GS,233.59,233.09,-0.5,-0.21,11.72,24.79,13.07,245.28,260.35,15.07,6.14,7.08,7.32,0.24,254.27,259.94,5.67,2.23,4.36,7.01,2.65,GS,55200,2017,1,2
Christopher Soder,BOOKING HOLDINGS INC,2014,BKNG,877.95,1197.96,320.01,36.45,170.33,67.65,-102.68,1112.24,1234.23,121.99,10.97,63.77,79.97,16.2,1178.19,1163.22,-14.97,-1.27,10.58,24.28,13.7,BKNG,26883,2001,1,14
Stef Norden,BOOKING HOLDINGS INC,2008,BKNG,107.61,84.78,-22.83,-21.22,18.14,20.46,2.32,122.24,79.46,-42.78,-35.0,12.09,18.68,6.59,107.11,100.22,-6.89,-6.43,4.22,5.77,1.55,BKNG,31902,2006,8,3
Kees Koolen,BOOKING HOLDINGS INC,2011,BKNG,450.31,588.96,138.65,30.79,65.8,90.15,24.35,506.49,503.01,-3.48,-0.69,25.29,27.71,2.42,500.65,518.23,17.58,3.51,26.36,22.22,-4.14,BKNG,36003,2008,9,4
Darren Huston,BOOKING HOLDINGS INC,2016,BKNG,1238.86,1456.95,218.09,17.6,88.4,143.5,55.1,1197.25,1297.29,100.04,8.36,113.5,44.06,-69.44,1311.95,1318.37,6.42,0.49,21.98,30.11,8.13,BKNG,43484,2011,4,6
Gillian Tans,BOOKING HOLDINGS INC,2019,BKNG,1871.06,1807.53,-63.53,-3.4,126.08,242.29,116.21,1775.59,1872.14,96.55,5.44,53.35,64.05,10.7,1759.61,1809.66,50.05,2.84,52.65,57.3,4.65,BKNG,49746,2015,6,5
John McAdam,F5 INC,2017,FFIV,115.21,129.6,14.39,12.49,16.41,9.59,-6.82,135.48,142.67,7.19,5.31,10.32,3.79,-6.53,143.35,141.35,-2.0,-1.4,2.28,4.36,2.08,FFIV,4247,2002,1,16
Manuel Rivelo,F5 INC,2016,FFIV,117.77,115.21,-2.56,-2.17,8.9,16.41,7.51,108.1,95.99,-12.11,-11.2,8.51,5.12,-3.39,99.68,93.65,-6.03,-6.05,2.87,1.92,-0.95,FFIV,43767,2012,1,5
Kevin Johnson,JUNIPER NETWORKS INC,2013,JNPR,18.94,20.22,1.28,6.76,2.37,2.23,-0.14,19.23,19.47,0.24,1.25,1.74,1.91,0.17,21.05,21.56,0.51,2.42,0.8,0.66,-0.14,JNPR,27193,2008,2,6
Shaygan Kheradpir,JUNIPER NETWORKS INC,2014,JNPR,20.64,23.36,2.72,13.18,2.89,1.7,-1.19,24.56,25.29,0.73,2.97,2.72,0.71,-2.01,27.2,25.94,-1.26,-4.63,0.4,0.44,0.04,JNPR,47616,2014,3,1
George Conrades,AKAMAI TECHNOLOGIES INC,2005,AKAM,14.14,14.37,0.23,1.63,1.28,2.7,1.42,13.68,11.92,-1.76,-12.87,1.15,0.66,-0.49,12.71,12.39,-0.32,-2.52,0.43,0.39,-0.04,AKAM,9430,2000,1,6
Michael Lovett,CHARTER COMMUNICATIONS INC,2012,CHTR,52.16,70.24,18.08,34.66,4.59,6.89,2.3,54.3,61.78,7.48,13.78,2.55,1.86,-0.69,57.04,61.07,4.03,7.07,0.53,2.36,1.83,CHTR,50135,2007,2,6
Dara Khosrowshahi,EXPEDIA GROUP INC,2017,EXPE,130.54,124.02,-6.52,-4.99,13.56,12.61,-0.95,149.37,136.95,-12.42,-8.31,3.86,12.0,8.14,147.45,143.79,-3.66,-2.48,3.29,1.63,-1.66,EXPE,16588,2006,9,12
Mark Okerstrom,EXPEDIA GROUP INC,2019,EXPE,124.25,91.24,-33.01,-26.57,10.0,18.84,8.84,124.88,110.1,-14.78,-11.84,16.4,4.77,-11.63,105.06,108.73,3.67,3.49,15.97,3.71,-12.26,EXPE,43301,2011,12,9
Edward Barnholt,AGILENT TECHNOLOGIES INC,2005,A,19.23,19.36,0.13,0.68,3.29,3.56,0.27,16.99,16.42,-0.57,-3.35,0.65,0.61,-0.04,17.12,15.96,-1.16,-6.78,0.17,0.43,0.26,A,5669,2000,1,6
Ronald Nersesian,AGILENT TECHNOLOGIES INC,2014,A,40.21,39.79,-0.42,-1.04,1.53,2.42,0.89,40.14,40.53,0.39,0.97,1.41,1.38,-0.03,38.75,41.47,2.72,7.02,1.15,0.77,-0.38,A,34854,2008,11,7
Aldo Pichelli,TELEDYNE TECHNOLOGIES INC,2021,TDY,381.6,427.18,45.58,11.94,42.97,28.57,-14.4,426.16,441.98,15.82,3.71,11.58,12.82,1.24,435.16,455.28,20.12,4.62,11.24,3.45,-7.79,TDY,26221,2003,8,19
Thomas Reslewic,TELEDYNE TECHNOLOGIES INC,2017,TDY,99.86,144.6,44.74,44.8,13.34,20.47,7.13,115.66,127.54,11.88,10.27,9.37,4.08,-5.29,124.97,122.93,-2.04,-1.63,1.75,0.81,-0.94,TDY,53675,2017,1,1
Robert Benmosche,METLIFE INC,2006,MET,40.18,47.39,7.21,17.94,3.81,3.08,-0.73,44.27,44.54,0.27,0.61,1.16,0.77,-0.39,44.64,44.74,0.1,0.22,0.78,0.8,0.02,MET,20972,2000,1,7
Steven Kandarian,METLIFE INC,2019,MET,45.92,46.82,0.9,1.96,2.98,2.38,-0.6,42.91,44.21,1.3,3.03,2.64,1.19,-1.45,40.14,44.1,3.96,9.87,1.54,1.36,-0.18,MET,35296,2008,1,12
David Crane,NRG ENERGY INC,2015,NRG,22.11,12.57,-9.54,-43.15,4.73,1.99,-2.74,14.92,10.5,-4.42,-29.62,2.23,0.75,-1.48,12.74,10.49,-2.25,-17.66,0.7,0.87,0.17,NRG,37704,2007,12,9
Stephen Smith,EQUINIX INC,2018,EQIX,428.76,413.0,-15.76,-3.68,33.76,24.47,-9.29,462.67,420.76,-41.91,-9.06,13.92,22.0,8.08,451.77,443.72,-8.05,-1.78,6.14,6.87,0.73,EQIX,36529,2007,1,12
John Rutherfurd,MOODY'S CORP,2005,MCO,37.21,53.24,16.03,43.08,4.07,9.21,5.14,42.13,42.82,0.69,1.64,0.79,1.7,0.91,41.9,41.06,-0.84,-2.0,0.98,0.57,-0.41,MCO,20103,2000,4,6
Raymond McDaniel,MOODY'S CORP,2020,MCO,196.9,265.77,68.87,34.98,23.43,25.35,1.92,222.22,242.33,20.11,9.05,10.47,29.93,19.46,234.05,252.33,18.28,7.81,4.56,6.96,2.4,MCO,20106,2000,1,21
Victor Luis,TAPESTRY INC,2020,TPR,29.59,19.4,-10.19,-34.44,4.34,6.36,2.02,26.07,23.22,-2.85,-10.93,0.67,6.17,5.5,26.1,27.49,1.39,5.33,0.66,0.88,0.22,TPR,45076,2013,1,8
Joshua Schulman,TAPESTRY INC,2020,TPR,29.59,19.4,-10.19,-34.44,4.34,6.36,2.02,26.07,23.22,-2.85,-10.93,0.67,6.17,5.5,26.1,27.49,1.39,5.33,0.66,0.88,0.22,TPR,44953,2018,1,3
Thomas Prescott,ALIGN TECHNOLOGY INC,2015,ALGN,55.0,64.99,9.99,18.16,3.23,6.08,2.85,56.87,61.65,4.78,8.41,2.55,2.71,0.16,59.48,62.63,3.15,5.3,0.63,0.75,0.12,ALGN,36420,2006,6,10
Timothy Mack,ALIGN TECHNOLOGY INC,2013,ALGN,30.09,40.85,10.76,35.76,4.21,9.49,5.28,29.0,30.84,1.84,6.34,4.46,2.39,-2.07,26.95,28.05,1.1,4.08,0.81,1.6,0.79,ALGN,43031,2011,1,3
Paul Garcia,GLOBAL PAYMENTS INC,2013,GPN,23.42,33.69,10.27,43.85,1.19,2.4,1.21,24.19,30.38,6.19,25.59,0.56,1.54,0.98,24.74,28.64,3.9,15.76,0.45,1.04,0.59,GPN,20028,2000,10,14
Raul Limon,GLOBAL PAYMENTS INC,2004,GPN,8.8,12.07,3.27,37.16,1.43,1.1,-0.33,10.75,11.39,0.64,5.95,0.83,0.54,-0.29,11.66,12.09,0.43,3.69,0.17,0.25,0.08,GPN,28718,2003,1,2
Roger Deromedi,MONDELEZ INTERNATIONAL INC,2006,MDLZ,31.39,32.17,0.78,2.48,1.77,2.39,0.62,29.01,29.42,0.41,1.41,0.67,0.86,0.19,28.79,28.61,-0.18,-0.63,0.62,0.69,0.07,MDLZ,23075,2000,1,7
Irene Rosenfeld,MONDELEZ INTERNATIONAL INC,2017,MDLZ,43.96,41.89,-2.07,-4.71,1.21,1.6,0.39,44.81,41.6,-3.21,-7.16,1.19,1.21,0.02,43.63,42.89,-0.74,-1.7,0.45,1.09,0.64,MDLZ,23077,2000,8,18
William Vernon,MONDELEZ INTERNATIONAL INC,2012,MDLZ,38.14,29.0,-9.14,-23.96,1.95,2.29,0.34,40.4,26.26,-14.14,-35.0,0.97,0.79,-0.18,40.87,27.2,-13.67,-33.45,0.86,0.48,-0.38,MDLZ,41468,2010,10,3
Arthur Ryan,PRUDENTIAL FINANCIAL INC,2007,PRU,78.0,93.63,15.63,20.04,4.28,5.0,0.72,84.25,91.54,7.29,8.65,3.61,1.82,-1.79,87.62,91.48,3.86,4.41,1.09,1.09,0.0,PRU,1367,2000,2,8
John Strangfeld,PRUDENTIAL FINANCIAL INC,2018,PRU,106.28,94.68,-11.6,-10.91,7.69,7.05,-0.64,97.77,97.38,-0.39,-0.4,2.09,4.46,2.37,98.93,100.37,1.44,1.46,1.38,2.32,0.94,PRU,23597,2000,9,19
Joe Forehand,ACCENTURE PLC,2004,ACN,19.43,25.07,5.64,29.03,3.57,1.43,-2.14,24.18,23.71,-0.47,-1.94,1.3,0.96,-0.34,25.47,24.54,-0.93,-3.65,0.58,1.11,0.53,ACN,23070,2000,1,5
